Gene	pos.pvalue	pos.fdr	neg.pvalue	neg.fdr
candidate504	0.952365415986949	0.999673735725938	0.0476345840130505	0.663636363636363
candidate505	0.994127243066884	0.999673735725938	0.00587275693311584	0.246666666666668
candidate506	0.0928221859706362	0.829591836734694	0.907177814029364	0.990556492411467
candidate507	0.620228384991843	0.979949874686717	0.362479608482871	0.862592592592593
candidate508	0.937357259380098	0.999673735725938	0.0626427406199022	0.730188679245283
candidate509	0.993964110929853	0.999673735725938	0.00603588907014685	0.246666666666668
candidate51	0.826916802610114	0.999673735725938	0.173083197389886	0.862592592592593
candidate510	0.236215334420881	0.946892655367231	0.763784665579119	0.990556492411467
candidate511	0.817944535073409	0.999673735725938	0.182055464926591	0.862592592592593
candidate512	0.578303425774878	0.963315217391305	0.379934747145188	0.862592592592593
candidate513	0.807993474714519	0.999673735725938	0.192006525285481	0.862592592592593
candidate514	0.765905383360522	0.999673735725938	0.234094616639478	0.862592592592593
candidate515	0.276835236541599	0.94804469273743	0.723164763458401	0.990556492411467
candidate517	0.512071778140294	0.963315217391305	0.487765089722675	0.935625
candidate518	0.249265905383361	0.946892655367231	0.750734094616639	0.990556492411467
candidate519	0.578303425774878	0.963315217391305	0.379934747145188	0.862592592592593
candidate52	0.877161500815661	0.999673735725938	0.122838499184339	0.855681818181818
candidate520	0.131810766721044	0.829591836734694	0.868026101141925	0.990556492411467
candidate521	0.754812398042414	0.999673735725938	0.245187601957586	0.862592592592593
candidate522	0.0827079934747145	0.829591836734694	0.917292006525286	0.990556492411467
candidate523	0.867536704730832	0.999673735725938	0.132463295269168	0.862592592592593
candidate524	0.816476345840131	0.999673735725938	0.183523654159869	0.862592592592593
candidate525	0.814355628058728	0.999673735725938	0.185481239804241	0.862592592592593
candidate527	0.269820554649266	0.946892655367231	0.730179445350734	0.990556492411467
candidate528	0.0946166394779772	0.829591836734694	0.905383360522023	0.990556492411467
candidate529	0.517944535073409	0.963315217391305	0.482055464926591	0.934591194968554
candidate530	0.0432300163132137	0.829591836734694	0.956769983686786	0.990556492411467
candidate531	0.120554649265905	0.829591836734694	0.879445350734095	0.990556492411467
candidate532	0.887275693311582	0.999673735725938	0.112724306688418	0.839080459770115
candidate533	0.223164763458401	0.924832214765101	0.776835236541599	0.990556492411467
candidate534	0.203752039151713	0.904861111111111	0.796084828711256	0.990556492411467
candidate535	0.353670473083197	0.963315217391305	0.646329526916803	0.982082324455206
candidate536	0.0756933115823817	0.829591836734694	0.924306688417618	0.990556492411467
